No.	Pokémon	Entry	Bucket	Weight	Lv. Min	Lv. Max	Biomes	Excluded Biomes	Time	Weather	Multipliers	Context	Presets	Conditions	Anticonditions	skyLightMin	skyLightMax	canSeeSky	
364	Sealeo	1	common	0.54	32	41	Frozen Ocean		any	any		grounded	Natural			8	15		
364	Sealeo	2	common	0.54	32	41	Frozen Ocean		any	any		submerged	Water					TRUE	
364	Sealeo	3	common	0.18	32	41	Cold Ocean, Frozen Ocean		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
364	Sealeo	4	common	0.54	32	41	Frozen Ocean		any	any		submerged	Water			8	15	FALSE	
364	Sealeo	5	common	0.18	32	41	Cold Ocean, Frozen Ocean		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
365	Walrein	1	common	0.06	44	53	Frozen Ocean		any	any		grounded	Natural			8	15		
365	Walrein	2	common	0.06	44	53	Frozen Ocean		any	any		submerged	Water					TRUE	
365	Walrein	3	common	0.02	44	53	Cold Ocean, Frozen Ocean		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
365	Walrein	4	common	0.06	44	53	Frozen Ocean		any	any		submerged	Water			8	15	FALSE	
365	Walrein	5	common	0.02	44	53	Cold Ocean, Frozen Ocean		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
366	Clamperl	1	uncommon	9.2	10	35	Deep Ocean		any	any		seafloor	Water	maxY = 48				TRUE	
366	Clamperl	2	rare	8.75	10	35	Warm Ocean		any	any		seafloor	Water					TRUE	
366	Clamperl	3	rare	5.25	10	35	Ocean		any	any		fishing						TRUE	
366	Clamperl	4	rare	5.25	10	35	Ocean		any	any		fishing				8	15	FALSE	
366	Clamperl	5	uncommon	9.2	10	35	Overworld		any	any		seafloor	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
366	Clamperl	6	rare	5.25	10	35	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
367	Huntail	1	uncommon	0.4	30	49	Deep Ocean		any	any		submerged	Water	maxY = 48				TRUE	
367	Huntail	2	rare	0.625	30	49	Warm Ocean		any	any		submerged	Water					TRUE	
367	Huntail	3	rare	0.375	30	49	Ocean		any	any		fishing						TRUE	
367	Huntail	4	uncommon	0.4	30	49	Deep Ocean		any	any		submerged	Water	maxY = 48		8	15	FALSE	
367	Huntail	5	rare	0.625	30	49	Warm Ocean		any	any		submerged	Water			8	15	FALSE	
367	Huntail	6	rare	0.375	30	49	Ocean		any	any		fishing				8	15	FALSE	
367	Huntail	7	uncommon	0.4	30	49	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
367	Huntail	8	rare	0.375	30	49	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
368	Gorebyss	1	uncommon	0.4	30	49	Deep Ocean		any	any		submerged	Water	maxY = 48				TRUE	
368	Gorebyss	2	rare	0.625	30	49	Warm Ocean		any	any		submerged	Water					TRUE	
368	Gorebyss	3	rare	0.375	30	49	Ocean		any	any		fishing						TRUE	
368	Gorebyss	4	uncommon	0.4	30	49	Deep Ocean		any	any		submerged	Water	maxY = 48		8	15	FALSE	
368	Gorebyss	5	rare	0.625	30	49	Warm Ocean		any	any		submerged	Water			8	15	FALSE	
368	Gorebyss	6	rare	0.375	30	49	Ocean		any	any		fishing				8	15	FALSE	
368	Gorebyss	7	uncommon	0.4	30	49	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
368	Gorebyss	8	rare	0.375	30	49	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
369	Relicanth	1	uncommon	2	24	49	Deep Ocean		any	any		submerged	Water	maxY = 48				any	
369	Relicanth	2	common	20	24	49	Ocean		any	any		submerged	Water, Ocean_Ruins					TRUE	
369	Relicanth	3	rare	10	24	49	Overworld	Deep Ocean, Lush	any	any		submerged	Water	maxY = 48		0	7		
369	Relicanth	4	uncommon	2	24	49	Deep Ocean		any	any		fishing			minLureLevel = 1			any	
369	Relicanth	5	common	2	24	49	Deep Ocean		any	any	Lure3 x3	fishing		minLureLevel = 1				any	
369	Relicanth	6	rare	6	24	49	Ocean	Deep Ocean	any	any		fishing						TRUE	
369	Relicanth	7	uncommon	2	24	49	Overworld	Deep Ocean, Lush	any	any		fishing		maxY = 48	minLureLevel = 1	0	7		
369	Relicanth	8	common	2	24	49	Overworld	Deep Ocean, Lush	any	any	Lure3 x3	fishing		maxY = 48, minLureLevel = 1		0	7		
369	Relicanth	9	common	20	24	49	Ocean		any	any		submerged	Water, Ocean_Ruins			8	15	FALSE	
369	Relicanth	10	rare	6	24	49	Ocean	Deep Ocean	any	any		fishing				8	15	FALSE	
369	Relicanth	11	uncommon	2	24	49	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
369	Relicanth	12	uncommon	2	24	49	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13	minLureLevel = 1			FALSE	
369	Relicanth	13	common	2	24	49	Overworld		any	any	Lure3 x3	fishing		minLureLevel = 1, structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
370	Luvdisc	1	common	10	8	33	Warm Ocean		day	any		submerged	Water					TRUE	
370	Luvdisc	2	common	10	8	33	Warm Ocean		day	any		fishing						TRUE	
370	Luvdisc	3	common	10	8	33	Warm Ocean		day	any		submerged	Water			8	15	FALSE	
370	Luvdisc	4	common	10	8	33	Warm Ocean		day	any		fishing				8	15	FALSE	
371	Bagon	1	ultra-rare	9.6	5	30	Peak	Freezing	any	any		grounded	Natural, Wild			8	15		
371	Bagon	2	ultra-rare	6	5	30	Dripstone		any	any		grounded	Natural, Wild			8	15		
371	Bagon	3	rare	7.5	5	30	Aether, Dripstone		any	any		grounded	Natural			0	7		
372	Shelgon	1	ultra-rare	3.6	30	42	Dripstone		any	any		grounded	Natural, Wild			8	15		
372	Shelgon	2	rare	2.25	30	42	Aether, Dripstone		any	any		grounded	Natural			0	7		
373	Salamence	1	ultra-rare	0.4	50	60	Peak, Sky	Freezing	any	any		grounded	Natural, Wild			8	15		
373	Salamence	2	ultra-rare	0.4	50	60	Dripstone		any	any		grounded	Natural, Wild			8	15		
373	Salamence	3	rare	0.25	50	60	Aether, Dripstone		any	any		grounded	Natural			0	7		
374	Beldum	1	ultra-rare	6	5	30	Dripstone, Peak		any	any		grounded	Natural					any	
374	Beldum	2	rare	7.5	5	30	End		any	any		grounded	Natural					any	
374	Beldum	3	rare	7.5	5	30	Aether		any	any		grounded	Natural			0	7		
374	Beldum	4	uncommon	1.68	5	30	Aether		any	any		grounded		structure:#aether:dungeons		0	7		
374	Beldum	5	rare	7.5	5	30	Howling Constructs		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
375	Metang	1	ultra-rare	3.6	20	44	Dripstone, Peak		any	any		grounded	Natural					any	
375	Metang	2	rare	2.25	20	44	End		any	any		grounded	Natural					any	
375	Metang	3	rare	2.25	20	44	Aether		any	any		grounded	Natural			0	7		
375	Metang	4	uncommon	0.288	20	44	Aether		any	any		grounded		structure:#aether:dungeons		0	7		
375	Metang	5	rare	2.25	20	44	Howling Constructs		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
376	Metagross	1	ultra-rare	0.4	45	60	Dripstone, Peak		any	any		grounded	Natural					any	
376	Metagross	2	rare	0.25	45	60	End		any	any		grounded	Natural					any	
376	Metagross	3	rare	0.25	45	60	Aether		any	any		grounded	Natural			0	7		
376	Metagross	4	uncommon	0.032	45	60	Aether		any	any		grounded		structure:#aether:dungeons		0	7		
376	Metagross	5	rare	0.25	45	60	Howling Constructs		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
387	Turtwig	1	ultra-rare	6	5	32	Forest	Spooky	any	any		grounded	Natural			8	15		
388	Grotle	1	ultra-rare	3.6	18	41	Forest	Spooky	any	any		grounded	Natural			8	15		
389	Torterra	1	ultra-rare	0.4	32	53	Forest	Spooky	any	any		grounded	Natural			8	15		
390	Chimchar	1	ultra-rare	6	5	31	Mountain		any	clear		grounded	Natural, Treetop			8	15		
390	Chimchar	2	ultra-rare	6	5	31	Nether Forest		any	any		grounded	Natural, Treetop					any	
391	Monferno	1	ultra-rare	3.6	14	41	Mountain		any	clear		grounded	Natural, Treetop			8	15		
391	Monferno	2	ultra-rare	3.6	14	41	Nether Forest		any	any		grounded	Natural, Treetop					any	
392	Infernape	1	ultra-rare	0.4	36	53	Mountain		any	clear		grounded	Natural, Treetop			8	15		
392	Infernape	2	ultra-rare	0.4	36	53	Nether Forest		any	any		grounded	Natural, Treetop					any	
393	Piplup	1	ultra-rare	6	5	31	Frozen Ocean		any	any		grounded	Natural			8	15		
393	Piplup	2	ultra-rare	6	5	31	Frozen Ocean		any	any		submerged	Water					TRUE	
393	Piplup	3	ultra-rare	6	5	31	Cold Ocean, Frozen Ocean, Frozen River, Glacial, Tundra		any	any		fishing						TRUE	
393	Piplup	4	ultra-rare	6	5	31	Frozen Ocean		any	any		submerged	Water			8	15	FALSE	
393	Piplup	5	ultra-rare	6	5	31	Cold Ocean, Frozen Ocean, Frozen River, Glacial, Tundra		any	any		fishing				8	15	FALSE	
394	Prinplup	1	ultra-rare	3.6	16	41	Frozen Ocean		any	any		grounded	Natural			8	15		
394	Prinplup	2	ultra-rare	3.6	16	41	Frozen Ocean		any	any		submerged	Water					TRUE	
394	Prinplup	3	ultra-rare	3.6	16	41	Cold Ocean, Frozen Ocean, Frozen River, Glacial, Tundra		any	any		fishing						TRUE	
394	Prinplup	4	ultra-rare	3.6	16	41	Frozen Ocean		any	any		submerged	Water			8	15	FALSE	
394	Prinplup	5	ultra-rare	3.6	16	41	Cold Ocean, Frozen Ocean, Frozen River, Glacial, Tundra		any	any		fishing				8	15	FALSE	
395	Empoleon	1	ultra-rare	0.4	36	53	Frozen Ocean		any	any		grounded	Natural			8	15		
395	Empoleon	2	ultra-rare	0.4	36	53	Frozen Ocean		any	any		submerged	Water					TRUE	
395	Empoleon	3	ultra-rare	0.4	36	53	Cold Ocean, Frozen Ocean, Frozen River, Glacial, Tundra		any	any		fishing						TRUE	
395	Empoleon	4	ultra-rare	0.4	36	53	Frozen Ocean		any	any		submerged	Water			8	15	FALSE	
395	Empoleon	5	ultra-rare	0.4	36	53	Cold Ocean, Frozen Ocean, Frozen River, Glacial, Tundra		any	any		fishing				8	15	FALSE	
396	Starly	1	common	9	1	25	Hills, Sky, Snowy Forest, Taiga	Arid	day	any		grounded	Natural, Treetop			8	15		
397	Staravia	1	common	0.9	14	34	Hills, Sky, Snowy Forest, Taiga	Arid	day	any		grounded	Natural, Treetop			8	15		
398	Staraptor	1	common	0.1	34	49	Hills, Sky, Snowy Forest, Taiga	Arid	day	any		grounded	Natural, Treetop			8	15		
399	Bidoof	1	common	9	1	25	Freshwater		any	any		grounded	Natural			8	15		
399	Bidoof	2	uncommon	8.4	1	25	Forest, Taiga		any	any		grounded	Natural	#minecraft:water		8	15		
399	Bidoof	3	uncommon	8.4	1	25	Forest, Freshwater, Taiga		any	any		surface	Water			8	15		
399	Bidoof	4	common	9	1	25	Forest, Freshwater, Snowy Forest, Taiga		any	any	Lure0/1 x0.6	fishing						TRUE	
399	Bidoof	5	common	9	1	25	Forest, Freshwater, Snowy Forest, Taiga		any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
400	Bibarel	1	common	1	15	41	Freshwater		any	any		grounded	Natural			8	15		
400	Bibarel	2	uncommon	1.6	15	41	Forest, Taiga		any	any		grounded	Natural	#minecraft:water		8	15		
400	Bibarel	3	uncommon	1.6	15	41	Forest, Freshwater, Taiga		any	any		surface	Water			8	15		
400	Bibarel	4	common	1	15	41	Forest, Freshwater, Snowy Forest, Taiga		any	any	Lure0/1 x0.6	fishing						TRUE	
400	Bibarel	5	common	1	15	41	Forest, Freshwater, Snowy Forest, Taiga		any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
401	Kricketot	1	common	9	1	19	Forest, Swamp	Freezing	night	any		grounded	Natural			8	15		
402	Kricketune	1	common	1	10	38	Forest, Swamp	Freezing	night	any		grounded	Natural			8	15		
403	Shinx	1	uncommon	8.4	1	26	Desert, Savanna		any	any		grounded	Natural, Wild			8	15		
404	Luxio	1	uncommon	1.44	15	36	Desert, Savanna		any	any		grounded	Natural, Wild			8	15		
405	Luxray	1	uncommon	0.16	30	52	Desert, Savanna		any	any		grounded	Natural, Wild			8	15		
406	Budew	1	common	9	3	28	Aether, Floral		any	any		grounded	Natural			8	15		
406	Budew	2	common	9	3	28	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
407	Roserade	1	common	0.05	35	52	Aether, Floral		any	any		grounded	Natural			8	15		
407	Roserade	2	common	0.05	35	52	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
408	Cranidos	1	ultra-rare	6	10	35	Lush		any	any		grounded	Natural			8	15		
409	Rampardos	1	ultra-rare	4	30	50	Lush		any	any		grounded	Natural			8	15		
410	Shieldon	1	ultra-rare	6	10	35	Lush		any	any		grounded	Natural			8	15		
411	Bastiodon	1	ultra-rare	4	30	50	Lush		any	any		grounded	Natural			8	15		
415	Combee	1	common	9.9	1	24	Temperate	Freezing, Spooky	day	clear	Beehive x5	grounded	Natural			8	15		
415	Combee	2	common	9.9	1	24	Aether		any	any	Beehive x5	grounded	Natural			8	15		
415	Combee	3	common	99	1	24	Bumblezone		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
416	Vespiquen	1	common	0.1	21	47	Temperate	Freezing, Spooky	day	clear	Beehive x5	grounded	Natural			8	15		
416	Vespiquen	2	common	0.1	21	47	Aether		any	any	Beehive x5	grounded	Natural			8	15		
416	Vespiquen	3	common	1	21	47	Bumblezone		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
417	Pachirisu	1	uncommon	10	16	41	Forest, Skyroot Forest, Skyroot Woodland	Spooky	any	any	Storm x5	grounded	Natural, Treetop			8	15		
418	Buizel	1	common	1.8	8	33	Freshwater	Freezing	any	any		grounded	Natural			8	15		
418	Buizel	2	common	1.8	8	33	Freshwater	Freezing	any	any		submerged	Water			8	15		
418	Buizel	3	uncommon	1.68	8	33	Freshwater	Freezing	any	any		surface	Water			8	15		
418	Buizel	4	common	1.8	8	33	Forest, Freshwater, Grassland, Hills, Jungle, Taiga	Freezing	any	any	Lure2 x3, Lure3 x5	fishing				8	15		
419	Floatzel	1	common	0.2	26	50	Freshwater	Freezing	any	any		grounded	Natural			8	15		
419	Floatzel	2	common	0.2	26	50	Freshwater	Freezing	any	any		submerged	Water			8	15		
419	Floatzel	3	uncommon	0.32	26	50	Freshwater	Freezing	any	any		surface	Water			8	15		
419	Floatzel	4	common	0.2	26	50	Forest, Freshwater, Grassland, Hills, Jungle, Taiga	Freezing	any	any	Lure2 x3, Lure3 x5	fishing				8	15		sea=east
422	Shellos [East Sea]	1	uncommon	8.4	8	33	Beach		any	rain		grounded	Natural	minX = 0		8	15		sea=east
422	Shellos [East Sea]	2	common	5.4	8	33	Cold Ocean, Frozen Ocean		any	any		seafloor	Water	minX = 0				TRUE	sea=east
422	Shellos [East Sea]	3	common	9	8	33	Cold Ocean, Frozen Ocean		any	any	Lure0/1 x0.6	fishing		minX = 0				TRUE	sea=west
422	Shellos [West Sea]	4	uncommon	8.4	8	33	Beach	Freezing	any	rain		grounded	Natural	maxX = 0		8	15		sea=west
422	Shellos [West Sea]	5	common	5.4	8	33	Lukewarm Ocean, Warm Ocean		any	any		seafloor	Water	maxX = 0				TRUE	sea=west
422	Shellos [West Sea]	6	common	9	8	33	Lukewarm Ocean, Warm Ocean		any	any	Lure0/1 x0.6	fishing		maxX = 0				TRUE	sea=east
422	Shellos [East Sea]	7	common	9	8	33	Cold Ocean, Frozen Ocean		any	any	Lure0/1 x0.6	fishing		minX = 0		8	15	FALSE	sea=west
422	Shellos [West Sea]	8	common	9	8	33	Lukewarm Ocean, Warm Ocean		any	any	Lure0/1 x0.6	fishing		maxX = 0		8	15	FALSE	sea=east
423	Gastrodon [East Sea]	1	uncommon	1.6	30	48	Beach		any	rain		grounded	Natural	minX = 0		8	15		sea=east
423	Gastrodon [East Sea]	2	common	0.6	30	48	Cold Ocean, Frozen Ocean		any	any		seafloor	Water	minX = 0				TRUE	sea=east
423	Gastrodon [East Sea]	3	common	1	30	48	Cold Ocean, Frozen Ocean		any	any	Lure0/1 x0.6	fishing		minX = 0				TRUE	sea=west
423	Gastrodon [West Sea]	4	uncommon	1.6	30	48	Beach	Freezing	any	rain		grounded	Natural	maxX = 0		8	15		sea=west
423	Gastrodon [West Sea]	5	common	0.6	30	48	Lukewarm Ocean, Warm Ocean		any	any		seafloor	Water	maxX = 0				TRUE	sea=west
423	Gastrodon [West Sea]	6	common	1	30	48	Lukewarm Ocean, Warm Ocean		any	any	Lure0/1 x0.6	fishing		maxX = 0				TRUE	sea=east
423	Gastrodon [East Sea]	7	common	1	30	48	Cold Ocean, Frozen Ocean		any	any	Lure0/1 x0.6	fishing		minX = 0		8	15	FALSE	sea=west
423	Gastrodon [West Sea]	8	common	1	30	48	Lukewarm Ocean, Warm Ocean		any	any	Lure0/1 x0.6	fishing		maxX = 0		8	15	FALSE	
424	Ambipom	1	common	0.6	32	48	Jungle, Tropical Island		any	any		grounded	Natural, Treetop			8	15		
424	Ambipom	2	common	0.6	32	48	Overworld		any	any		grounded		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
425	Drifloon	1	uncommon	5.04	10	35	Overworld	Arid, Freezing	night	clear		grounded	Natural			8	15		
425	Drifloon	2	common	9	10	35	Sky		night	clear		grounded	Natural			8	15		
426	Drifblim	1	uncommon	0.96	28	50	Overworld	Arid, Freezing	night	clear		grounded	Natural			8	15		
426	Drifblim	2	common	1	28	50	Sky		night	clear		grounded	Natural			8	15		
427	Buneary	1	common	5.4	10	35	Forest, Hills, Snowy Forest, Snowy Taiga, Taiga		any	any		grounded	Natural, Wild			8	15		
428	Lopunny	1	common	0.6	30	48	Forest, Hills, Snowy Forest, Snowy Taiga, Taiga		any	any		grounded	Natural, Wild			8	15		
429	Mismagius	1	common	0.3	39	50	Spooky		any	any		grounded	Natural	maxLight = 7		1	7		
429	Mismagius	2	common	0.1	39	50	Spooky, Swamp		any	any		grounded	Natural			0	7		
429	Mismagius	3	common	0.3	39	50	Spooky, Swamp		any	any		grounded	Derelict					FALSE	
429	Mismagius	4	common	0.3	39	50	Swamp		night	any		grounded	Natural			8	15		
429	Mismagius	5	common	0.3	39	50	Nether Warped		any	any		grounded	Natural					any	
429	Mismagius	6	common	0.3	39	50	Overworld		any	any		grounded		structure:#cobblemon:shipwreck_cove, minY = -41, maxY = 9				FALSE	
430	Honchkrow	1	common	0.5	36	51	Spooky		any	any	Night x1.5	grounded	Natural, Treetop			8	15		
430	Honchkrow	3	common	0.3	36	51	Swamp, Taiga		night	any		grounded	Natural, Treetop			8	15		
430	Honchkrow	5	common	0.5	36	51	Sky		night	any		grounded	Natural, Treetop			8	15		
433	Chingling	1	uncommon	1.68	4	29	Forest, Mountain, Spooky, Taiga		night	any		grounded	Natural			8	15		
433	Chingling	2	uncommon	5.04	4	29	Magical		night	any		grounded	Natural			8	15		
433	Chingling	3	uncommon	84	4	29	Overworld		night	any		grounded		minecraft:bell				any	
438	Bonsly	1	uncommon	5.04	4	29	Forest	Spooky	any	clear		grounded	Natural			8	15		
439	Mime Jr.	1	uncommon	1.68	6	31	Overworld	Freezing	any	any		grounded	Natural, Urban			8	15		
439	Mime Jr.	2	uncommon	1.68	6	31	Overworld	Freezing	any	any		grounded	Natural	structure:#minecraft:village		8	15		
439	Mime Jr.	3	common	1.8	6	31	Overworld		any	any		grounded	Mansion					FALSE	
440	Happiny	1	rare	8.75	1	22	Overworld		any	any	Night x0.25	grounded	Natural, Urban			8	15		
440	Happiny	2	rare	8.75	1	22	Overworld		any	any	Night x0.25	grounded	Natural	structure:#minecraft:village		8	15		
440	Happiny	3	rare	8.75	1	22	Aether		any	any		grounded	Natural			8	15		
441	Chatot	1	uncommon	10	16	41	Jungle		day	any		grounded	Natural, Treetop			8	15		
441	Chatot	2	common	6	16	41	Tropical Island		day	any		grounded	Natural, Treetop			8	15		
441	Chatot	3	common	10	16	41	Sky		day	any		grounded	Natural, Treetop			8	15		
441	Chatot	4	common	6	16	41	Overworld		any	any		grounded		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
441	Chatot	8	uncommon	10	16	41	Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Treetop			8	15		
442	Spiritomb	1	uncommon	60	24	49	Deep Dark		any	any		grounded	Ancient_City			0	7		
442	Spiritomb	2	rare	100	24	49	Overworld		any	any		grounded		structure:#cobblemon:ruin, minY = 48				any	
442	Spiritomb	3	uncommon	100	24	49	Overworld		any	any		grounded		structure:#cobblemon:ruins/arch, minY = -37, maxY = 10				any	
442	Spiritomb	4	rare	100	24	49	Overworld		any	any		grounded	Trail_Ruins	minY = 48				any	
442	Spiritomb	5	rare	100	24	49	Desert		any	any		grounded	Natural, Desert_Pyramid	minY = 48				FALSE	
442	Spiritomb	6	rare	100	24	49	Jungle		any	any		grounded	Natural, Jungle_Pyramid	minY = 48				FALSE	
442	Spiritomb	7	rare	10	24	49	Howling Constructs		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
443	Gible	1	rare	7.5	5	30	Badlands, Mountain		any	any		grounded	Natural, Wild	minY = 0		0	7		
443	Gible	2	ultra-rare	6	5	30	Badlands, Mountain		any	any		grounded	Natural, Wild			8	15		
443	Gible	3	ultra-rare	6	5	30	Overworld	Badlands, Deep Dark, Mountain	any	any		grounded	Natural	minY = 0		0	7		
443	Gible	4	rare	7.5	5	30	Aether		any	any		grounded	Natural			0	7		
444	Gabite	1	rare	2.25	24	47	Badlands, Mountain		any	any		grounded	Natural, Wild	minY = 0		0	7		
444	Gabite	2	ultra-rare	3.6	24	47	Badlands, Mountain		any	any		grounded	Natural, Wild			8	15		
444	Gabite	3	ultra-rare	3.6	24	47	Overworld	Badlands, Deep Dark, Mountain	any	any		grounded	Natural	minY = 0		0	7		
444	Gabite	4	rare	2.25	24	47	Aether		any	any		grounded	Natural			0	7		
445	Garchomp	1	rare	0.25	48	60	Badlands, Mountain		any	any		grounded	Natural, Wild	minY = 0		0	7		
445	Garchomp	2	ultra-rare	0.4	48	60	Badlands, Mountain		any	any		grounded	Natural, Wild			8	15		
445	Garchomp	3	ultra-rare	0.4	48	60	Overworld	Badlands, Deep Dark, Mountain	any	any		grounded	Natural	minY = 0		0	7		
445	Garchomp	4	rare	0.25	48	60	Aether		any	any		grounded	Natural			0	7		
446	Munchlax	1	rare	7.5	24	39	Skyroot Forest, Skyroot Woodland, Snowy Forest, Forest, Hills		any	any		grounded	Natural			8	15		
447	Riolu	1	rare	7.5	4	29	Mountain		any	any	Night x0.25	grounded	Natural, Wild			8	15		
447	Riolu	2	rare	7.5	4	29	Aether		any	any		grounded	Natural			8	15		
448	Lucario	1	rare	2.5	24	53	Mountain		any	any	Night x0.25	grounded	Natural, Wild			8	15		
448	Lucario	2	rare	2.5	24	53	Aether		any	any		grounded	Natural			8	15		
449	Hippopotas	1	common	1.8	8	33	Desert		any	any	Rain x1.5	grounded	Natural, Wild			8	15		
450	Hippowdon	1	common	0.2	34	53	Desert		any	any	Rain x1.5	grounded	Natural, Wild			8	15		
455	Carnivine	1	uncommon	10	20	45	Skyroot Forest, Skyroot Woodland, Swamp		any	any		grounded	Natural, Treetop, Foliage			8	15		
455	Carnivine	2	uncommon	2	20	45	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
455	Carnivine	3	uncommon	2	20	45	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
456	Finneon	1	common	9	8	33	Deep Ocean		any	any		submerged	Water	maxY = 48				TRUE	
456	Finneon	2	common	9	8	33	Ocean		any	any		fishing						TRUE	
456	Finneon	3	common	9	8	33	Deep Ocean		any	any		submerged	Water	maxY = 48		8	15	FALSE	
456	Finneon	4	common	9	8	33	Ocean		any	any		fishing				8	15	FALSE	
456	Finneon	5	common	9	8	33	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
456	Finneon	6	common	9	8	33	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
457	Lumineon	1	common	1	31	46	Deep Ocean		any	any		submerged	Water	maxY = 48				TRUE	
457	Lumineon	2	common	1	31	46	Ocean		any	any		fishing						TRUE	
457	Lumineon	3	common	1	31	46	Deep Ocean		any	any		submerged	Water	maxY = 48		8	15	FALSE	
457	Lumineon	4	common	1	31	46	Ocean		any	any		fishing				8	15	FALSE	
457	Lumineon	5	common	1	31	46	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
457	Lumineon	6	common	1	31	46	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
458	Mantyke	1	uncommon	8.4	10	35	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water	minY = 48				TRUE	
458	Mantyke	2	uncommon	8.4	10	35	Ocean	Cold Ocean, Frozen Ocean	any	any		fishing			minLureLevel = 1			TRUE	
458	Mantyke	3	common	9	10	35	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure1/2 x0.6	fishing		minLureLevel = 1				TRUE	
458	Mantyke	4	uncommon	8.4	10	35	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water	minY = 48		8	15	FALSE	
458	Mantyke	5	uncommon	8.4	10	35	Ocean	Cold Ocean, Frozen Ocean	any	any		fishing			minLureLevel = 1	8	15	FALSE	
458	Mantyke	6	common	9	10	35	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure1/2 x0.6	fishing		minLureLevel = 1		8	15	FALSE	
461	Weavile	1	uncommon	0.8	38	51	Taiga		any	any	Day x0.25	grounded	Natural, Wild			8	15		
462	Magnezone	1	uncommon	0.8	42	54	Overworld	Deep Dark	any	any		grounded	Redstone					any	
462	Magnezone	2	common	0.01	42	54	Overworld		any	any	Storm x5	grounded		minecraft:lightning_rod		8	15		
463	Lickilicky	1	uncommon	0.32	34	52	Grassland		any	any	Night x0.25	grounded	Natural			8	15		
464	Rhyperior	1	common	0.01	44	54	Mountain, Savanna	Cold	any	any	Night x0.25	grounded	Natural, Wild			8	15		
465	Tangrowth	1	common	0.2	24	54	Jungle		any	any		grounded	Natural, Wild			8	15		
466	Electivire	1	uncommon	0.016	45	54	Hills, Plains		any	any	Storm x5	grounded	Natural			8	15		
467	Magmortar	1	common	0.05	45	54	Hills		any	clear		grounded	Natural	#minecraft:lava, minecraft:magma_block		8	15		
467	Magmortar	2	common	0.05	45	54	Volcanic		any	clear		grounded	Natural			8	15		
467	Magmortar	3	common	0.05	45	54	Nether Basalt, Nether Wasteland		any	any		grounded	Natural					any	
469	Yanmega	1	uncommon	0.96	33	52	Freshwater	Freezing	day	clear		surface	Water			8	15		
